"SMART LATHE EXPORT"

"Dashboards","machine"
"Parameters","rpm"

"timestamp","rpm"
"2026-06-12 09:49:49.994534","0.0"
"2026-06-12 09:49:59.068502","0.0"
"2026-06-12 09:50:08.142216","0.0"
"2026-06-12 09:50:17.233726","0.0"
"2026-06-12 09:50:32.128313","0.0"
"2026-06-12 09:50:41.250494","0.0"
"2026-06-12 09:50:50.375368","0.0"
"2026-06-12 09:50:59.559749","0.0"
"2026-06-12 09:51:09.621795","0.0"
"2026-06-12 09:51:18.727244","0.0"
"2026-06-12 09:51:27.819255","0.0"
"2026-06-12 09:51:36.905930","0.0"
"2026-06-12 10:08:39.877876","0.0"
"2026-06-12 10:08:49.051995","0.0"
"2026-06-12 10:08:58.141369","0.0"
"2026-06-12 10:09:07.247387","0.0"
"2026-06-12 10:09:16.337117","0.0"
"2026-06-12 10:09:25.441034","0.0"
"2026-06-12 10:09:34.573006","0.0"
"2026-06-12 10:09:43.649673","0.0"
"2026-06-12 10:09:52.784038","0.0"
"2026-06-12 10:10:01.948330","0.0"
"2026-06-12 10:10:12.046352","0.0"
"2026-06-12 10:10:21.122865","0.0"
"2026-06-12 10:10:30.223965","0.0"
"2026-06-12 10:10:39.329980","0.0"
"2026-06-12 10:10:48.430361","0.0"
"2026-06-12 10:10:57.484799","0.0"
"2026-06-12 10:11:06.589456","0.0"
"2026-06-12 10:11:15.672351","0.0"
"2026-06-12 10:11:24.764324","0.0"
"2026-06-12 10:11:33.949210","0.0"
"2026-06-12 10:11:44.062418","0.0"
"2026-06-12 10:11:53.184250","0.0"
"2026-06-12 10:12:24.145431","0.0"
"2026-06-12 10:12:33.229955","0.0"
"2026-06-12 10:12:42.301474","0.0"
"2026-06-12 10:12:51.385107","0.0"
"2026-06-12 10:13:00.506833","0.0"
"2026-06-12 10:13:09.583611","0.0"
"2026-06-12 10:13:18.665878","0.0"
"2026-06-12 10:13:27.752751","0.0"
"2026-06-12 10:13:36.839125","0.0"
"2026-06-12 10:13:45.992462","0.0"
"2026-06-12 10:13:56.069962","0.0"
"2026-06-12 10:14:05.142075","0.0"
"2026-06-12 10:14:14.241565","0.0"
"2026-06-12 10:14:23.343094","0.0"
"2026-06-12 10:14:32.425842","0.0"
"2026-06-12 10:14:45.469676","0.0"
"2026-06-12 10:14:54.559946","0.0"
"2026-06-12 10:15:03.635566","0.0"
"2026-06-12 10:15:12.724808","0.0"
"2026-06-12 10:15:21.848344","0.0"
"2026-06-12 10:15:31.024809","0.0"
"2026-06-12 10:15:40.139798","0.0"
"2026-06-12 10:15:49.267539","0.0"
"2026-06-12 10:15:58.375464","0.0"
"2026-06-12 10:16:07.487968","0.0"
"2026-06-12 10:16:16.585726","0.0"
"2026-06-12 10:16:25.673215","0.0"
"2026-06-12 10:16:34.746184","0.0"
"2026-06-12 10:16:43.843652","0.0"
"2026-06-12 10:16:53.018031","0.0"
"2026-06-12 10:17:02.156895","0.0"
"2026-06-12 10:17:11.236349","0.0"
"2026-06-12 10:17:20.325099","0.0"
"2026-06-12 10:17:29.424138","0.0"
"2026-06-12 10:17:38.515692","0.0"
"2026-06-12 10:17:47.587934","0.0"
"2026-06-12 10:20:18.782595","0.0"
"2026-06-12 10:20:27.973408","0.0"
"2026-06-12 10:20:38.083209","0.0"
"2026-06-12 10:20:47.187703","0.0"
"2026-06-12 10:20:56.299298","0.0"
"2026-06-12 10:21:05.362847","0.0"
"2026-06-12 10:21:14.437665","0.0"
"2026-06-12 10:21:23.530051","0.0"
"2026-06-12 10:21:32.618281","0.0"
"2026-06-12 10:21:41.737896","0.0"
"2026-06-12 10:21:52.350593","0.0"
"2026-06-12 10:22:03.129923","0.0"
"2026-06-12 10:22:12.238816","0.0"
"2026-06-12 10:22:21.333423","0.0"
"2026-06-12 10:22:30.418033","0.0"
"2026-06-12 10:22:39.517852","0.0"
"2026-06-12 10:22:48.621951","0.0"
"2026-06-12 10:22:57.679559","0.0"
"2026-06-12 10:23:06.752855","0.0"
"2026-06-12 10:23:15.842414","0.0"
"2026-06-12 10:23:24.971008","0.0"
"2026-06-12 10:23:35.080839","0.0"
"2026-06-12 10:23:44.204106","0.0"
"2026-06-12 10:23:55.246477","0.0"
"2026-06-12 10:24:04.322865","0.0"
"2026-06-12 10:27:14.473315","0.0"
"2026-06-12 10:27:23.540990","0.0"
"2026-06-12 10:27:32.644301","0.0"
"2026-06-12 10:27:41.725435","0.0"
"2026-06-12 10:27:50.795291","0.0"
"2026-06-12 10:28:14.087295","0.0"
"2026-06-12 10:28:23.158551","0.0"
"2026-06-12 10:28:32.273716","0.0"
"2026-06-12 10:28:41.088911","0.0"
"2026-06-12 10:28:50.174121","0.0"
"2026-06-12 10:28:59.245135","0.0"
"2026-06-12 10:29:08.336733","0.0"
"2026-06-12 10:29:17.409586","0.0"
"2026-06-12 10:29:26.515876","0.0"
"2026-06-12 10:29:35.605223","0.0"
"2026-06-12 10:29:44.765705","0.0"
"2026-06-12 10:30:01.889312","0.0"
"2026-06-12 10:30:17.086391","0.0"
"2026-06-12 10:30:26.217313","0.0"
